0.500000,0.014326
1.000000,0.000000
1.500000,0.000652
2.000000,0.014330
2.500000,0.065501
3.000000,0.163871
3.500000,0.299338
4.000000,0.450805
4.500000,0.594625
5.000000,0.710417
5.500000,0.783159
6.000000,0.804678
6.500000,0.773235
7.000000,0.693081
7.500000,0.573994
8.000000,0.429757
8.500000,0.278528
9.000000,0.140611
9.500000,0.039559
10.000000,0.000000
10.500000,0.048347
11.000000,0.212121
11.500000,0.518525
12.000000,0.997232
12.500000,1.674494
13.000000,2.581948
13.500000,3.743367
14.000000,5.192597
14.500000,6.949526
